bs_id,latitude,longitude,total_duration(s),unique_users,lambda
BS_2136,31.254745,121.556081,105900,4,0.006698
BS_2137,31.254863,121.509673,18960,3,0.001199
BS_2138,31.254912,121.371838,8807520,227,0.557043
BS_2139,31.254950,121.739898,561960,35,0.035542
BS_2140,31.254981,121.623923,10469160,129,0.662136
BS_2141,31.255025,121.199554,10320360,317,0.652725
BS_2142,31.255167,121.491376,55980,12,0.003541
BS_2143,31.255173,121.403569,7565460,235,0.478487
BS_2144,31.255248,121.416487,3542820,223,0.224070
BS_2145,31.255256,121.500499,3034380,158,0.191913
BS_2146,31.255293,121.493430,6380820,218,0.403563
BS_2147,31.255489,121.469155,10380,2,0.000656
BS_2148,31.255582,121.363523,2050260,30,0.129671
BS_2149,31.255630,121.508513,7756800,168,0.490589
BS_2150,31.255872,121.493382,125220,6,0.007920
BS_2151,31.255905,121.430231,10501860,151,0.664204
BS_2152,31.255910,121.439013,8460,3,0.000535
BS_2153,31.255942,121.381410,9083460,235,0.574495
BS_2154,31.256071,121.462096,3407640,450,0.215521
BS_2155,31.256113,121.510151,182100,37,0.011517
BS_2156,31.256151,121.557845,3265200,214,0.206512
BS_2157,31.256232,121.498254,3246720,166,0.205343
BS_2158,31.256426,121.610010,12179400,208,0.770302
BS_2159,31.256537,121.625952,592980,17,0.037504
BS_2160,31.256559,121.435570,9480420,107,0.599602
BS_2161,31.256584,121.470500,290040,2,0.018344
BS_2162,31.256595,121.493953,213420,8,0.013498
BS_2163,31.256654,121.599709,1390140,7,0.087921
BS_2164,31.256734,121.403657,20760,8,0.001313
BS_2165,31.256767,121.438713,305280,34,0.019308
BS_2166,31.256803,121.522183,80820,1,0.005112
BS_2167,31.256807,121.518545,3334500,166,0.210895
BS_2168,31.256971,121.509351,168120,9,0.010633
BS_2169,31.257123,121.503291,390780,43,0.024715
BS_2170,31.257157,121.398524,30960,3,0.001958
BS_2171,31.257343,121.625167,300,1,0.000019
BS_2172,31.257486,121.491309,84360,9,0.005335
BS_2173,31.257553,121.311711,16054800,361,1.015407
BS_2174,31.257717,121.397666,3240,2,0.000205
BS_2175,31.257724,121.595342,8100,4,0.000512
BS_2176,31.257756,121.601633,11521200,147,0.728673
BS_2177,31.258210,121.479271,6414120,251,0.405669
BS_2178,31.258255,121.471554,6229380,288,0.393985
BS_2179,31.258321,121.496097,622200,73,0.039352
BS_2180,31.258361,121.594427,41940,3,0.002653
BS_2181,31.258410,121.392912,138540,23,0.008762
BS_2182,31.258441,121.461361,210120,58,0.013289
BS_2183,31.258454,121.440744,74460,4,0.004709
BS_2184,31.258483,121.368346,4449960,31,0.281444
BS_2185,31.258551,121.584794,575580,49,0.036403
BS_2186,31.258629,121.491056,1094580,19,0.069228
BS_2187,31.258630,121.490496,1731660,32,0.109521
BS_2188,31.258656,121.472538,2760420,171,0.174586
BS_2189,31.258670,121.428896,460260,90,0.029110
BS_2190,31.258677,121.392956,8064420,166,0.510045
BS_2191,31.258745,121.370293,21840,6,0.001381
BS_2192,31.258790,121.627202,2227260,4,0.140866
BS_2193,31.258903,121.441965,2533380,244,0.160227
BS_2194,31.258982,121.494994,285600,12,0.018063
BS_2195,31.259010,121.657970,5951580,158,0.376415
BS_2196,31.259098,121.373134,773460,78,0.048918
BS_2197,31.259114,121.376147,98520,18,0.006231
BS_2198,31.259135,121.616618,63360,11,0.004007
BS_2199,31.259267,121.369254,47640,9,0.003013
BS_2200,31.259319,121.494159,10113180,266,0.639621
BS_2201,31.259353,121.427018,209100,16,0.013225
BS_2202,31.259398,121.364798,43680,6,0.002763
BS_2203,31.259633,121.594477,20886360,283,1.320985
BS_2204,31.259739,121.488421,561900,14,0.035538
BS_2205,31.259763,121.089338,468780,51,0.029649
BS_2206,31.259841,121.618221,167280,14,0.010580
BS_2207,31.260165,121.541462,3734220,180,0.236176
BS_2208,31.260173,121.348277,116520,8,0.007369
BS_2209,31.260191,121.617048,773940,10,0.048949
BS_2210,31.260217,121.525816,11379900,327,0.719737
BS_2211,31.260348,121.542138,506340,92,0.032024
BS_2212,31.260365,121.454262,501420,84,0.031713
BS_2213,31.260429,121.426787,4037100,78,0.255332
BS_2214,31.260465,121.461228,21492120,605,1.359297
BS_2215,31.260555,121.410883,6336300,208,0.400748
BS_2216,31.260709,121.087935,526140,31,0.033276
BS_2217,31.260715,121.622366,100260,8,0.006341
BS_2218,31.260723,121.490166,509220,10,0.032206
BS_2219,31.260724,121.469924,60120,8,0.003802
BS_2220,31.260742,121.399188,3299700,284,0.208694
BS_2221,31.260814,121.490337,6691200,331,0.423194
BS_2222,31.260816,121.369830,1907700,5,0.120655
BS_2223,31.260835,121.366953,8894100,294,0.562519
BS_2224,31.260888,121.340352,645360,48,0.040817
BS_2225,31.260903,121.618966,3358020,5,0.212382
BS_2226,31.260959,121.562594,9259680,192,0.585641
BS_2227,31.261062,121.500145,2371860,96,0.150011
BS_2228,31.261132,121.093167,712920,27,0.045090
BS_2229,31.261499,121.457989,340860,5,0.021558
BS_2230,31.261530,121.582783,52800,5,0.003339
BS_2231,31.261563,121.376836,16607400,179,1.050357
BS_2232,31.261655,121.474716,394140,84,0.024928
BS_2233,31.261686,121.465662,11700,3,0.000740
BS_2234,31.261924,121.568031,3696120,89,0.233766
BS_2235,31.262004,121.350318,2382180,9,0.150664
BS_2236,31.262032,121.117499,2195220,22,0.138840
BS_2237,31.262045,121.446891,1228020,159,0.077668
BS_2238,31.262048,121.458128,1747980,53,0.110553
BS_2239,31.262311,121.449241,74520,2,0.004713
BS_2240,31.262331,121.563212,298380,87,0.018871
BS_2241,31.262448,121.504717,6525000,180,0.412682
BS_2242,31.262746,121.517701,6339120,3,0.400926
BS_2243,31.262756,121.625447,7252080,137,0.458667
BS_2244,31.262782,121.215761,64440,6,0.004076
BS_2245,31.262941,121.602924,7503480,174,0.474567
BS_2246,31.262993,121.088140,11280,1,0.000713
BS_2247,31.263107,121.456686,21840,3,0.001381
BS_2248,31.263380,121.433161,5032080,166,0.318260
BS_2249,31.263380,121.517162,14361600,268,0.908318
BS_2250,31.263474,121.489340,142860,8,0.009035
BS_2251,31.263495,121.496653,1099920,159,0.069566
BS_2252,31.263574,121.586365,75360,7,0.004766
BS_2253,31.263651,121.573401,16208580,177,1.025133
BS_2254,31.263678,121.468663,5420820,271,0.342847
BS_2255,31.263762,121.481215,17473860,256,1.105157
BS_2256,31.263879,121.494360,1022580,19,0.064674
BS_2257,31.264003,121.489834,226140,11,0.014303
BS_2258,31.264146,121.532591,10124820,108,0.640357
BS_2259,31.264302,121.428277,1472640,58,0.093139
BS_2260,31.264332,121.379318,140580,2,0.008891
BS_2261,31.264391,121.519923,253860,2,0.016056
BS_2262,31.264405,121.489289,302520,24,0.019133
BS_2263,31.264433,121.541398,732660,34,0.046338
BS_2264,31.264477,121.442490,6422400,199,0.406193
BS_2265,31.264503,121.715846,1448580,54,0.091617
BS_2266,31.264645,121.446818,1293720,5,0.081823
BS_2267,31.264840,121.498029,2694180,142,0.170397
BS_2268,31.264874,121.459338,771480,97,0.048793
BS_2269,31.265000,121.489580,6371160,193,0.402952
BS_2270,31.265054,121.456413,7630980,337,0.482631
BS_2271,31.265321,121.503333,6810660,146,0.430749
BS_2272,31.265326,121.394456,8525280,166,0.539192
BS_2273,31.265413,121.564718,314400,1,0.019885
BS_2274,31.265578,121.489730,62760,7,0.003969
BS_2275,31.265604,121.567367,463440,2,0.029311
BS_2276,31.265705,121.420959,8295600,206,0.524666
BS_2277,31.265902,121.537589,2028540,58,0.128298
BS_2278,31.265918,121.428644,171240,40,0.010830
BS_2279,31.265994,121.519353,1417740,10,0.089667
BS_2280,31.266040,121.399004,9033780,202,0.571353
BS_2281,31.266108,121.341404,324420,7,0.020518
BS_2282,31.266232,121.402951,2977320,210,0.188304
BS_2283,31.266257,121.506521,1012200,21,0.064018
BS_2284,31.266413,121.351003,583260,13,0.036889
BS_2285,31.266483,121.545252,362640,6,0.022936
BS_2286,31.266646,121.609157,85620,4,0.005415
BS_2287,31.266666,121.598298,9010620,141,0.569888
BS_2288,31.266679,121.539067,1011780,1,0.063991
BS_2289,31.266743,121.481644,17342400,133,1.096843
BS_2290,31.266813,121.512658,12563340,342,0.794585
BS_2291,31.267263,121.086225,550860,33,0.034840
BS_2292,31.267266,121.385292,4370340,94,0.276408
BS_2293,31.267478,121.546800,7191660,187,0.454846
BS_2294,31.267480,121.578590,15913860,214,1.006493
BS_2295,31.267528,121.490264,39960,8,0.002527
BS_2296,31.267542,121.685192,886800,91,0.056087
BS_2297,31.267571,121.503200,612360,107,0.038730
BS_2298,31.267600,121.541803,4383420,140,0.277235
BS_2299,31.267654,121.473299,8731020,294,0.552205
BS_2300,31.267673,121.346341,156540,17,0.009901
BS_2301,31.267737,121.529422,494940,3,0.031303
BS_2302,31.267826,121.521146,3132060,94,0.198091
BS_2303,31.267858,121.495135,267000,6,0.016887
BS_2304,31.267888,121.467530,190920,2,0.012075
BS_2305,31.268106,121.493540,2956380,138,0.186980
BS_2306,31.268263,121.394134,5427960,79,0.343298
BS_2307,31.268538,121.497130,258360,2,0.016340
BS_2308,31.268642,121.332479,19112880,180,1.208819
BS_2309,31.268663,121.428101,5520660,223,0.349161
BS_2310,31.268862,121.434292,1674960,63,0.105935
BS_2311,31.268884,121.444020,89940,6,0.005688
BS_2312,31.268894,121.692432,15952740,84,1.008952
BS_2313,31.269050,121.627732,4640880,20,0.293519
BS_2314,31.269517,121.498812,11854620,145,0.749761
BS_2315,31.269521,121.153127,656700,79,0.041534
BS_2316,31.269535,121.497500,214200,1,0.013547
BS_2317,31.269868,121.533249,406680,37,0.025721
BS_2318,31.269929,121.453419,8852340,119,0.559878
BS_2319,31.269951,121.336766,142320,17,0.009001
BS_2320,31.269990,121.472205,48720,4,0.003081
BS_2321,31.270144,121.354637,88260,16,0.005582
BS_2322,31.270279,121.531241,10509300,264,0.664674
BS_2323,31.270302,121.398224,1933980,9,0.122317
BS_2324,31.270362,121.612773,11775720,272,0.744771
BS_2325,31.270369,121.443633,7278360,92,0.460329
BS_2326,31.270493,121.353356,480120,22,0.030366
BS_2327,31.270571,121.476897,18900,4,0.001195
BS_2328,31.270626,121.590800,18202020,104,1.151211
BS_2329,31.270634,121.521771,660,1,0.000042
BS_2330,31.270785,121.465575,708180,1,0.044790
BS_2331,31.270809,121.543999,1079700,14,0.068287
BS_2332,31.270878,121.658028,1800,1,0.000114
BS_2333,31.271086,121.549327,373200,3,0.023604
BS_2334,31.271321,121.521621,51840,6,0.003279
BS_2335,31.271455,121.513192,554580,92,0.035075
BS_2336,31.271472,121.494721,4076940,164,0.257851
BS_2337,31.271600,121.465223,6177060,299,0.390676
BS_2338,31.271819,121.546358,292380,8,0.018492
BS_2339,31.272097,121.379842,3300,1,0.000209
BS_2340,31.272151,121.375814,18844620,177,1.191853
BS_2341,31.272162,121.459351,3462420,83,0.218985
BS_2342,31.272257,121.513471,758760,14,0.047989
BS_2343,31.272659,121.601779,734880,59,0.046478
BS_2344,31.272769,121.578090,180360,5,0.011407
BS_2345,31.272774,121.436412,3688860,182,0.233307
BS_2346,31.273019,121.307617,21840300,216,1.381318
BS_2347,31.273024,121.425720,2012340,122,0.127273
BS_2348,31.273045,121.546148,8541180,179,0.540198
BS_2349,31.273183,121.488391,10609140,341,0.670989
BS_2350,31.273189,121.472745,132480,15,0.008379
BS_2351,31.273242,121.499598,11720640,199,0.741287
BS_2352,31.273276,121.130300,5832480,38,0.368883
BS_2353,31.273280,121.473760,2278860,145,0.144129
BS_2354,31.273451,121.681542,6603660,102,0.417657
BS_2355,31.273690,121.537119,7802220,157,0.493462
BS_2356,31.273767,121.222048,9256620,205,0.585447
BS_2357,31.273901,121.616429,53460,6,0.003381
BS_2358,31.273966,121.429374,3127140,111,0.197780
BS_2359,31.273982,121.512661,18379800,278,1.162454
BS_2360,31.274169,121.221302,6367620,105,0.402728
BS_2361,31.274310,121.448589,6983880,191,0.441705
BS_2362,31.274336,121.393280,3373920,106,0.213388
BS_2363,31.274417,121.257132,17291520,171,1.093625
BS_2364,31.274419,121.475879,19320,3,0.001222
BS_2365,31.274535,121.480340,5117280,228,0.323649
BS_2366,31.274536,121.097082,433560,21,0.027421
BS_2367,31.274564,121.519790,8520840,83,0.538912
BS_2368,31.274950,121.506381,138540,21,0.008762
BS_2369,31.275230,121.515265,1601160,4,0.101267
BS_2370,31.275255,121.459910,16020,1,0.001013
BS_2371,31.275331,121.286529,3186840,100,0.201556
BS_2372,31.275400,121.485024,52380,3,0.003313
BS_2373,31.275472,121.436799,759240,43,0.048019
BS_2374,31.275801,121.484797,939720,175,0.059434
BS_2375,31.275929,121.473484,12988140,167,0.821452
BS_2376,31.276178,121.553996,7821240,128,0.494665
BS_2377,31.276268,121.683198,3842580,85,0.243029
BS_2378,31.276315,121.564096,2298660,52,0.145382
BS_2379,31.276317,121.524794,14807040,172,0.936491
BS_2380,31.276349,121.395260,6968760,298,0.440748
BS_2381,31.276567,121.483483,8326260,248,0.526605
BS_2382,31.276616,121.593917,386760,47,0.024461
BS_2383,31.276718,121.371696,6827640,209,0.431823
BS_2384,31.276741,121.514196,213000,5,0.013471
BS_2385,31.276778,121.542361,29820,5,0.001886
BS_2386,31.276880,121.420858,304740,21,0.019274
BS_2387,31.276883,121.507533,145020,9,0.009172
BS_2388,31.276982,121.460649,12639780,360,0.799419
BS_2389,31.277147,121.514954,888300,13,0.056182
BS_2390,31.277260,121.460289,315300,34,0.019942
BS_2391,31.277484,121.382842,4213380,189,0.266481
BS_2392,31.277512,121.287969,20988540,430,1.327448
BS_2393,31.277576,121.460905,628440,14,0.039747
BS_2394,31.277632,121.380997,400020,9,0.025300
BS_2395,31.277766,121.433047,6346380,180,0.401385
BS_2396,31.277950,121.538718,10822140,306,0.684460
BS_2397,31.278008,121.492049,3416040,201,0.216052
BS_2398,31.278028,121.583992,587280,60,0.037143
BS_2399,31.278145,121.452159,51780,12,0.003275
BS_2400,31.278161,121.486144,214020,21,0.013536
BS_2401,31.278379,121.482276,37860,4,0.002395
BS_2402,31.278478,121.420747,685020,48,0.043325
BS_2403,31.278711,121.514214,918660,7,0.058102
BS_2404,31.278753,121.505741,92940,11,0.005878
BS_2405,31.278808,121.419722,5881500,202,0.371983
BS_2406,31.278892,121.710661,4570500,88,0.289067
BS_2407,31.278997,121.510278,361680,16,0.022875
BS_2408,31.279012,121.514374,22977600,264,1.453248
BS_2409,31.279258,121.474153,149220,16,0.009438
BS_2410,31.279298,121.485756,67920,3,0.004296
BS_2411,31.279322,121.466136,271200,23,0.017152
BS_2412,31.279484,121.437860,2100,1,0.000133
BS_2413,31.279562,121.467095,1182000,154,0.074757
BS_2414,31.279618,121.439189,586500,4,0.037094
BS_2415,31.279750,121.497791,30688020,351,1.940904
BS_2416,31.279800,121.459715,1813200,103,0.114678
BS_2417,31.280003,121.361419,852900,10,0.053943
BS_2418,31.280091,121.519684,538680,46,0.034070
BS_2419,31.280230,121.543164,8766540,107,0.554451
BS_2420,31.280262,121.364633,14021700,137,0.886821
BS_2421,31.280339,121.402957,10813860,175,0.683937
BS_2422,31.280348,121.592755,4356660,162,0.275543
BS_2423,31.280389,121.467635,4029180,167,0.254831
BS_2424,31.280452,121.480426,8273400,368,0.523262
BS_2425,31.280857,121.169253,6395640,744,0.404501
BS_2426,31.280867,121.656939,13228020,218,0.836623
BS_2427,31.281363,121.459935,7479540,439,0.473053
BS_2428,31.281567,121.557955,6351000,133,0.401677
BS_2429,31.281665,121.426210,491820,84,0.031106
BS_2430,31.281772,121.484273,478560,3,0.030267
BS_2431,31.281813,121.354285,25522560,195,1.614208
BS_2432,31.281917,121.435906,3845460,261,0.243211
BS_2433,31.281993,121.464732,273120,43,0.017274
BS_2434,31.281994,121.631556,3189420,4,0.201719
BS_2435,31.282019,121.494747,27660,10,0.001749
BS_2436,31.282066,121.494150,11160,6,0.000706
BS_2437,31.282237,121.420910,15391680,160,0.973467
BS_2438,31.282271,121.524511,15099240,276,0.954971
BS_2439,31.282514,121.343407,4652400,168,0.294247
BS_2440,31.283201,121.665402,4109880,115,0.259935
BS_2441,31.283289,121.510576,625260,109,0.039545
BS_2442,31.283403,121.541263,4905180,227,0.310235
BS_2443,31.283733,121.149832,1895820,194,0.119904
BS_2444,31.283777,121.379482,5100,3,0.000323
BS_2445,31.283793,121.518888,270240,60,0.017092
BS_2446,31.283860,121.530324,12703800,312,0.803468
BS_2447,31.283959,121.416644,9650880,137,0.610383
BS_2448,31.284042,121.583676,8512020,167,0.538354
BS_2449,31.284086,121.212427,2510760,74,0.158796
BS_2450,31.284148,121.481157,13085160,343,0.827588
BS_2451,31.284292,121.273506,3369360,121,0.213100
BS_2452,31.284348,121.564303,408480,35,0.025835
BS_2453,31.284385,121.511361,2618700,5,0.165623
BS_2454,31.284675,121.516006,6829080,111,0.431914
BS_2455,31.284953,121.489071,8320020,393,0.526211
BS_2456,31.285059,121.406807,8504940,174,0.537906
BS_2457,31.285391,121.497527,123120,21,0.007787
BS_2458,31.285418,121.471790,116640,5,0.007377
BS_2459,31.285698,121.612262,24530280,257,1.551450
BS_2460,31.285741,121.626244,20862960,207,1.319505
BS_2461,31.285798,121.546427,1264440,94,0.079971
BS_2462,31.285861,121.507007,7181700,252,0.454216
BS_2463,31.285944,121.444420,7344900,282,0.464538
BS_2464,31.286022,121.497436,14914620,232,0.943295
BS_2465,31.286066,121.474323,1137780,157,0.071960
BS_2466,31.286253,121.531109,255420,42,0.016154
BS_2467,31.286270,121.599397,3262980,12,0.206371
BS_2468,31.286501,121.363758,6021600,198,0.380844
BS_2469,31.286523,121.538876,117480,6,0.007430
BS_2470,31.286632,121.552094,5501940,135,0.347977
BS_2471,31.287110,121.226904,3962100,112,0.250588
BS_2472,31.287524,121.513380,245760,33,0.015543
BS_2473,31.287554,121.539000,101040,22,0.006390
BS_2474,31.287632,121.458734,4445040,281,0.281132
BS_2475,31.287814,121.355886,8634840,128,0.546122
BS_2476,31.288044,121.356098,159540,21,0.010090
BS_2477,31.288102,121.122551,426720,23,0.026988
BS_2478,31.288230,121.512731,20280,3,0.001283
BS_2479,31.288233,121.304952,3926940,113,0.248364
BS_2480,31.288572,121.534233,358620,50,0.022681
BS_2481,31.288583,121.428686,5205480,178,0.329227
BS_2482,31.288667,121.527375,15289320,190,0.966993
BS_2483,31.288777,121.390078,11595120,97,0.733349
BS_2484,31.289072,121.481426,431640,38,0.027300
BS_2485,31.289150,121.229167,1775640,73,0.112303
BS_2486,31.289282,121.378597,8374020,89,0.529626
BS_2487,31.289489,121.341656,6172320,59,0.390376
BS_2488,31.289509,121.447288,2242800,88,0.141849
BS_2489,31.289528,121.412608,8040,4,0.000509
BS_2490,31.289793,121.455017,6642600,148,0.420120
BS_2491,31.289799,121.455117,385560,4,0.024385
BS_2492,31.289846,121.462957,117720,17,0.007445
BS_2493,31.290316,121.457814,239040,7,0.015118
BS_2494,31.290434,121.425041,4388760,254,0.277573
BS_2495,31.290502,121.434311,33840,4,0.002140
BS_2496,31.290758,121.514018,91560,11,0.005791
BS_2497,31.290878,121.429094,28800,4,0.001821
BS_2498,31.290887,121.435064,3916680,75,0.247716
BS_2499,31.290912,121.498587,211440,11,0.013373
BS_2500,31.290920,121.359453,8271060,122,0.523114
BS_2501,31.290990,121.697503,8535240,65,0.539822
BS_2502,31.291143,121.472012,10745940,145,0.679641
BS_2503,31.291192,121.652630,1406520,51,0.088957
BS_2504,31.291242,121.489761,8610180,324,0.544562
BS_2505,31.291293,121.559335,1672320,107,0.105768
BS_2506,31.291587,121.511561,2483760,42,0.157089
BS_2507,31.291773,121.203129,2026020,77,0.128138
BS_2508,31.292008,121.369410,7062840,184,0.446699
BS_2509,31.292275,121.524795,14100,3,0.000892
BS_2510,31.292462,121.271212,3424860,114,0.216610
BS_2511,31.292519,121.549839,6641340,102,0.420040
BS_2512,31.292582,121.508354,43920,4,0.002778
BS_2513,31.292661,121.305822,6073320,164,0.384115
BS_2514,31.292699,121.478195,1293240,100,0.081793
BS_2515,31.292709,121.497635,1685160,21,0.106580
BS_2516,31.292717,121.482235,2591880,100,0.163927
BS_2517,31.292718,121.410291,24648960,212,1.558956
BS_2518,31.292867,121.422960,204540,50,0.012936
BS_2519,31.293519,121.223060,676860,8,0.042809
BS_2520,31.293561,121.362372,4143960,238,0.262090
BS_2521,31.293762,121.442609,3351720,218,0.211984
BS_2522,31.293848,121.528021,612660,1,0.038748
BS_2523,31.294057,121.171316,5857500,249,0.370465
BS_2524,31.294155,121.418063,6340500,121,0.401013
BS_2525,31.294157,121.432501,39300,9,0.002486
BS_2526,31.294194,121.316828,10792080,157,0.682559
BS_2527,31.294215,121.527852,332580,34,0.021034
BS_2528,31.294378,121.567937,1785000,32,0.112895
BS_2529,31.294393,121.497298,12249360,993,0.774727
BS_2530,31.294508,121.537685,5254860,94,0.332350
BS_2531,31.294598,121.206157,1445520,207,0.091424
BS_2532,31.294609,121.526886,15821880,228,1.000675
BS_2533,31.294657,121.341816,216660,4,0.013703
BS_2534,31.294732,121.496831,38820,4,0.002455
BS_2535,31.294781,121.494788,57660,17,0.003647
BS_2536,31.294834,121.431554,3010920,284,0.190430
BS_2537,31.294885,121.244609,4255200,195,0.269126
BS_2538,31.295004,121.516367,863100,20,0.054588
BS_2539,31.295335,121.555781,8008740,219,0.506523
BS_2540,31.295347,121.515155,25486680,355,1.611938
BS_2541,31.295365,121.166040,34800,11,0.002201
BS_2542,31.295646,121.498045,90120,6,0.005700
BS_2543,31.296101,121.505474,87540,3,0.005537
BS_2544,31.296226,121.494005,235200,469,0.014876
BS_2545,31.296405,121.392803,5644320,49,0.356982
BS_2546,31.296619,121.497055,689580,7,0.043613
BS_2547,31.296656,121.483976,8461020,260,0.535128
BS_2548,31.297053,121.525960,43560,3,0.002755
BS_2549,31.297110,121.519384,225300,10,0.014249
BS_2550,31.297233,121.496808,35040,8,0.002216
BS_2551,31.297281,121.505124,6374340,92,0.403153
BS_2552,31.297527,121.376000,8717340,198,0.551340
BS_2553,31.297689,121.447357,6466380,248,0.408975
BS_2554,31.297887,121.620770,563880,6,0.035663
BS_2555,31.298177,121.473198,8606880,254,0.544353
BS_2556,31.298418,121.539277,434640,24,0.027489
BS_2557,31.298560,121.495449,65160,6,0.004121
BS_2558,31.298668,121.541944,17755260,192,1.122955
BS_2559,31.298712,121.617334,676140,37,0.042763
BS_2560,31.298752,121.491919,4626420,410,0.292604
BS_2561,31.299073,121.552202,2788260,39,0.176347
BS_2562,31.299183,121.628904,5731440,103,0.362492
BS_2563,31.299261,121.578516,4333020,102,0.274048
BS_2564,31.299291,121.454034,202980,6,0.012838
BS_2565,31.299322,121.445001,28920,2,0.001829
BS_2566,31.299376,121.670896,865800,27,0.054759
BS_2567,31.299433,121.524696,84840,6,0.005366
BS_2568,31.299613,121.442959,72300,2,0.004573
BS_2569,31.299620,121.536202,126480,31,0.007999
BS_2570,31.299734,121.531717,99840,14,0.006315
BS_2571,31.299749,121.170321,7166940,326,0.453282
BS_2572,31.299799,121.530915,2497140,257,0.157935
BS_2573,31.299851,121.163211,2369580,87,0.149867
BS_2574,31.299874,121.298501,3195120,69,0.202080
BS_2575,31.299920,121.669771,4807740,71,0.304072
BS_2576,31.300084,121.504034,6656220,307,0.420981
BS_2577,31.300119,121.532041,9496920,105,0.600645
BS_2578,31.300163,121.504294,75120,2,0.004751
BS_2579,31.300338,121.526827,4302180,180,0.272097
BS_2580,31.300480,121.469206,581460,26,0.036775
BS_2581,31.300493,121.323029,5983920,307,0.378461
BS_2582,31.300545,121.170082,3241320,92,0.205002
BS_2583,31.300693,121.496182,14394000,307,0.910367
BS_2584,31.300808,121.540860,16680,5,0.001055
BS_2585,31.300920,121.168920,3740940,594,0.236601
BS_2586,31.301024,121.509195,61140,5,0.003867
BS_2587,31.301057,121.388942,7413180,68,0.468856
BS_2588,31.301105,121.430139,594240,2,0.037583
BS_2589,31.301132,121.177821,5667180,97,0.358428
BS_2590,31.301233,121.167693,68580,14,0.004337
BS_2591,31.301307,121.331240,7312020,269,0.462458
BS_2592,31.301584,121.490912,940440,1,0.059479
BS_2593,31.301602,121.487289,17869500,183,1.130180
BS_2594,31.301749,121.457406,8392020,372,0.530764
BS_2595,31.301877,121.353206,5917980,117,0.374290
BS_2596,31.301954,121.547440,8584140,124,0.542915
BS_2597,31.301967,121.515226,614460,25,0.038862
BS_2598,31.302000,121.670498,940620,55,0.059491
BS_2599,31.302086,121.510034,404340,93,0.025573
BS_2600,31.302288,121.510464,920160,17,0.058197
BS_2601,31.302355,121.515812,4910880,131,0.310595
BS_2602,31.302746,121.376994,6881400,51,0.435223
BS_2603,31.302776,121.527305,6720,2,0.000425
BS_2604,31.302901,121.553485,2967840,66,0.187705
BS_2605,31.303224,121.308726,3182040,50,0.201252
BS_2606,31.303318,121.522983,65340,15,0.004133
BS_2607,31.303333,121.455058,153000,6,0.009677
BS_2608,31.303373,121.442900,3007140,147,0.190190
BS_2609,31.303478,121.550820,5851560,110,0.370090
BS_2610,31.303610,121.492602,864540,6,0.054679
BS_2611,31.303790,121.455146,152700,24,0.009658
BS_2612,31.303800,121.450721,1043460,115,0.065995
BS_2613,31.303976,121.474504,10537560,102,0.666462
BS_2614,31.304036,121.448053,37560,7,0.002376
BS_2615,31.304081,121.326517,7580040,177,0.479410
BS_2616,31.304460,121.426575,2817840,135,0.178218
BS_2617,31.304538,121.526838,4556580,115,0.288187
BS_2618,31.304576,121.522177,12292980,479,0.777486
BS_2619,31.304737,121.522227,73620,11,0.004656
BS_2620,31.304918,121.497837,15445080,173,0.976844
BS_2621,31.305114,121.418980,1667940,45,0.105491
BS_2622,31.305124,121.454071,305160,12,0.019300
BS_2623,31.305269,121.397452,12375600,85,0.782711
BS_2624,31.305433,121.435633,1080600,76,0.068344
BS_2625,31.305522,121.483135,20163180,140,1.275247
BS_2626,31.306089,121.474725,16006620,98,1.012360
BS_2627,31.306306,121.289880,5794620,44,0.366488
BS_2628,31.306470,121.492925,5450040,169,0.344695
BS_2629,31.306500,121.429743,2951220,84,0.186654
BS_2630,31.306637,121.523563,389040,10,0.024605
BS_2631,31.306850,121.519579,3036660,222,0.192058
BS_2632,31.307142,121.362041,5116560,106,0.323604
BS_2633,31.307198,121.511929,12546300,226,0.793507
BS_2634,31.307215,121.486962,12636180,91,0.799192
BS_2635,31.307268,121.521916,32013420,558,2.024731
BS_2636,31.307339,121.534119,347460,3,0.021976
BS_2637,31.307358,121.524928,253080,27,0.016006
BS_2638,31.307614,121.526541,60300,16,0.003814
BS_2639,31.307814,121.504168,103440,16,0.006542
BS_2640,31.307911,121.518921,2898360,84,0.183311
BS_2641,31.308192,121.667576,3197760,157,0.202247
BS_2642,31.308350,121.657013,1473720,101,0.093207
BS_2643,31.308523,121.423052,101580,16,0.006425
BS_2644,31.308902,121.502016,274140,46,0.017338
BS_2645,31.308964,121.403345,5215980,71,0.329891
BS_2646,31.309000,121.525098,77520,8,0.004903
BS_2647,31.309342,121.580807,1266780,204,0.080119
BS_2648,31.309645,121.491100,1619220,38,0.102410
BS_2649,31.310089,121.640057,1978920,88,0.125159
BS_2650,31.310235,121.437455,7256700,124,0.458959
BS_2651,31.310425,121.439368,619200,3,0.039162
BS_2652,31.310614,121.476617,6162240,91,0.389739
BS_2653,31.311026,121.456026,249060,9,0.015752
BS_2654,31.311329,121.495756,19371300,254,1.225163
BS_2655,31.311405,121.553882,6541740,272,0.413741
BS_2656,31.311631,121.354326,9128160,110,0.577322
BS_2657,31.311763,121.212530,4009320,176,0.253575
BS_2658,31.311942,121.542040,19453080,216,1.230335
BS_2659,31.311982,121.457348,17760,9,0.001123
BS_2660,31.312069,121.172955,2533020,148,0.160204
